student_id,student_level,academic_level,legal_sex,race_ethnicity,us_citizen,wi_residency,age_group,credits_enrolled,plan_school_college,academic_plan,term_admit_type,full_time_part_time,home_region_type,home_location,home_latitude,home_longitude,origin_institution_type,origin_institution_name,origin_institution_code,origin_institution_city,origin_institution_state
72058,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Juneau,43.9467,-90.1322,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72059,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,24,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Monroe,43.9434,-90.6118,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72060,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Non-Resident,22 to 29,14,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Iowa,42.0,-93.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72061,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72062,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Resident,22 to 29,21,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72063,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72064,Clinical Doctorate,Clinical Doctorate,Male,2 or more races,U.S. Citizen,Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72065,Clinical Doctorate,Clinical Doctorate,Male,Unknown,U.S. Citizen,Non-Resident,22 to 29,14,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Indiana,40.0,-86.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72066,Clinical Doctorate,Clinical Doctorate,Male,Unknown,U.S. Citizen,Resident,22 to 29,21,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,St Croix,45.0351,-92.4543,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72067,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Non-Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72068,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Non-Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Not Indicated,40.0,-98.0,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72069,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72070,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72071,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Non-Resident,30 to 39,15,Medicine and Public Health,Medicine MD,Other New Student,Full Time,US State,New Jersey,40.16,-74.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72072,Clinical Doctorate,Clinical Doctorate,Male,2 or more races,U.S. Citizen,Resident,22 to 29,22,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72073,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72074,Clinical Doctorate,Clinical Doctorate,Male,2 or more races,U.S. Citizen,Non-Resident,40 to 49,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72075,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,30 to 39,7,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72076,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Resident,22 to 29,17,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Manitowoc,44.1103,-87.8415,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72077,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Waupaca,44.4525,-88.9801,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72078,Clinical Doctorate,Clinical Doctorate,Male,2 or more races,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72079,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Fond Du Lac,43.7377,-88.5229,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72080,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Non-Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Georgia,32.1598,-83.4715,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72081,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,12,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72082,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,22 to 29,11,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72083,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Non-Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Readmit,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72084,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Readmit,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72085,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72086,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Kenosha,42.5814,-88.0586,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72087,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Jefferson,43.0217,-88.7768,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72088,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,21,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72089,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Non-Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Other New Student,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72090,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72091,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,22,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Green,42.6775,-89.6024,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72092,Clinical Doctorate,Clinical Doctorate,Female,2 or more races,U.S. Citizen,Resident,22 to 29,12,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72093,Clinical Doctorate,Clinical Doctorate,Female,2 or more races,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Chippewa,45.0767,-91.2876,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72094,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,18 to 21,6,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72095,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Resident,22 to 29,23,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Chippewa,45.0767,-91.2876,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72096,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Non-Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72097,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72098,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,8,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Waupaca,44.4525,-88.9801,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72099,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Resident,30 to 39,5,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72100,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72101,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72102,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Non-Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Indiana,40.0,-86.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72103,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Resident,22 to 29,12,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72104,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,30 to 39,21,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72105,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,30 to 39,24,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72106,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72107,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Non-Resident,30 to 39,15,Medicine and Public Health,Medicine MD,Readmit,Full Time,US State,Virginia,37.77,-78.24,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72108,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,50 to 59,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Green Lake,43.8078,-89.0268,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72109,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Resident,22 to 29,17,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72110,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Non-Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,North Dakota,47.5,-100.0,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72111,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,5,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Winnebago,44.0677,-88.6452,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72112,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Readmit,Full Time,WI County,St Croix,45.0351,-92.4543,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72113,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72114,Clinical Doctorate,Clinical Doctorate,Male,Black,U.S. Citizen,Resident,18 to 21,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72115,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Non-Resident,30 to 39,24,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72116,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72117,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,24,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72118,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Manitowoc,44.1103,-87.8415,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72119,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72120,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Resident,22 to 29,17,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72121,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Resident,30 to 39,14,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72122,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,30 to 39,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Marathon,44.8951,-89.7693,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72123,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Readmit,Full Time,WI County,Rock,42.6692,-89.072,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72124,Clinical Doctorate,Clinical Doctorate,Male,2 or more races,U.S. Citizen,Non-Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72125,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,22 to 29,24,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Juneau,43.9467,-90.1322,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72126,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,30 to 39,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72127,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,30 to 39,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72128,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Winnebago,44.0677,-88.6452,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72129,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,30 to 39,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Washington,43.3686,-88.2293,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72130,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Non-Resident,22 to 29,11,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72131,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Non-Resident,22 to 29,17,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72132,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Winnebago,44.0677,-88.6452,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72133,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,40 to 49,17,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Sauk,43.3945,-89.8965,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72134,Clinical Doctorate,Clinical Doctorate,Male,Black,U.S. Citizen,Non-Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Other New Student,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72135,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Non-Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Oklahoma,35.5,-97.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72136,Clinical Doctorate,Clinical Doctorate,Male,Black,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Brown,44.4646,-87.9779,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72137,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Sheboygan,43.715,-87.9328,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72138,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Barron,45.4265,-91.8486,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72139,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72140,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,14,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72141,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Non-Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72142,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Resident,30 to 39,14,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Winnebago,44.0677,-88.6452,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72143,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Non-Resident,50 to 59,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72144,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Non-Resident,22 to 29,24,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Louisiana,30.6935,-92.241,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72145,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,9,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72146,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Non-Resident,30 to 39,21,Medicine and Public Health,Medicine MD,Other New Student,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72147,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Monroe,43.9434,-90.6118,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72148,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Resident,22 to 29,8,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Brown,44.4646,-87.9779,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72149,Clinical Doctorate,Clinical Doctorate,Male,Black,U.S. Citizen,Non-Resident,22 to 29,19,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72150,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,24,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72151,Clinical Doctorate,Clinical Doctorate,Female,Black,U.S. Citizen,Resident,22 to 29,14,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72152,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Resident,30 to 39,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Grant,42.8621,-90.7628,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72153,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Non-Resident,22 to 29,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72154,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,21,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72155,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,30 to 39,16,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Wood,44.4689,-90.0212,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72156,Clinical Doctorate,Clinical Doctorate,Female,Asian,U.S. Citizen,Resident,30 to 39,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72157,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Non-Resident,22 to 29,11,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72158,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Non-Resident,22 to 29,18,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Pennsylvania,40.86,-77.9,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72159,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,17,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Manitowoc,44.1103,-87.8415,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72160,Clinical Doctorate,Clinical Doctorate,Male,White,U.S. Citizen,Resident,22 to 29,13,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72161,Clinical Doctorate,Clinical Doctorate,Male,Asian,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72162,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,40 to 49,21,Medicine and Public Health,Medicine MD,Other New Student,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72163,Clinical Doctorate,Clinical Doctorate,Male,Hispanic,U.S. Citizen,Non-Resident,22 to 29,14,Medicine and Public Health,Medicine MD,Continuing,Full Time,US State,Colorado,39.0,-105.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72164,Clinical Doctorate,Clinical Doctorate,Female,White,U.S. Citizen,Resident,22 to 29,15,Medicine and Public Health,Medicine MD,Continuing,Full Time,WI County,Marathon,44.8951,-89.7693,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
72165,Clinical Doctorate,Clinical Doctorate,Female,Hispanic,U.S. Citizen,Non-Resident,22 to 29,8,Medicine and Public Health,Medicine MD,Other New Student,Full Time,US State,Indiana,40.0,-86.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
